label	statement
0	For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.
1	Rail doesnt do a great job in lessening traffic.
0	Says Texas retained the right to have a navy when it joined the United States.
1	The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.
1	The IRS doesnt have to prove something against you ... youve got the burden of proof.
0	Claims credit for food tax reductions that previous Democrat regimes refused to make.
1	Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.
1	Rob Portman has taken more than $125,000 from Big Oil.
1	America owns 3 percent of the worlds oil but consumes 25 percent of its global reserves.
0	The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.
1	United States of America is twenty-sixth in school performance in the world.
1	Says Texas has 11 different felonies you can commit with an oyster.
1	In 2011, our state-run lottery funded New Jersey classrooms by over $930 million.
1	Big oil's filling John McCain's campaign with $2-million in contributions.
1	There are only about 10 people in the United States Senate who have any real business experience.
1	Romney adviser admits Romneycare was blueprint for Obamacare.
0	Says Marco Rubio is the one for an open border.
0	Says Texas legislators in 2011 increased state spending on education.
1	It turns out that Texas has an $18 billion budget shortfall and cant afford its new science textbooks.
1	President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.
0	The people of Rhode Island dont want same-sex marriage.
1	Says federal spending has increased 21 percent over the past three years.
1	The Obama administration has cut taxes on small businesses 17 times.
0	Says Obamacare is the largest middle-class tax increase in history.
0	Chris Coons has Marxist beliefs.
0	The federal government has not engaged in (border security) at all.
1	Says 3,000 Americans died of gunfire between the time of the Ebola scare in Dallas and the midterm elections.
1	Georgias civil forfeiture laws are among the worst in the country and the very worst in the South.
1	Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.
1	30,000 Arizonans may have no choice on Affordable Care Act coverage.
1	More Hispanics have been elected statewide (in Texas) on the Republican ticket than on the Democratic ticket.
1	If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.
1	We have the lowest percentage of Americans working today of any year since 1977.
1	In my home state, nearly one in five Floridians live in poverty.
0	People who wash cars at home will use approximately 80 percent more water than they do in a car wash.
1	Eliminating earmarks does not reduce spending.
1	Says she oversaw an audit that won the city $2 million in franchise fees.
1	Our unemployment rate is now lower than it was before the financial crisis.
1	Says 600,000 to 700,000 government workers have been laid off in the last year and a half
0	Says Barack Obama and his team are socialists in every respect of the word.
1	The Chinese last year probably stole $360 billion inintellectual property from the United States.
1	Barry Smitherman doesnt have enough legal experience to apply for most of the jobs at the attorney generals office.
1	Says Obama broke his promise to help homeowners facing foreclosure.
0	Weve lost 26 million jobs since (Obamas) been president.
1	The vast majority of people in this country are keeping their (health insurance) plan.
1	In other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.
1	Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.
0	Texas House Speaker Joe Straus said, I do not care if Wallace Hall swings from a tree.
1	The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.
1	In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.
1	A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.
1	Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.
